"title","keyword" 
"Ordered Binary Decision Diagrams and Their Significance in Computer-Aided Design of VLSI Circuits","sapien"
"Ordered Binary Decision Diagrams and Their Significance in Computer-Aided Design of VLSI Circuits","tincidunt"
"Polynomial Constants are Decidable","posuere"
"Polynomial Constants are Decidable","tincidunt,"
"Spatial Generalization of BMAP's with Finite State Space","tincidunt,"
"Spatial Generalization of BMAP's with Finite State Space","posuere"
"Spatial Generalization of BMAP's with Finite State Space","diam"
"On Generalized Bisection of N-Simplices","diam"
"On Generalized Bisection of N-Simplices","diam"
"An Integer Concave Minimization Approach for the Minimum Concave Cost Capacitated Flow Problem on Networks","vitae"
"An Integer Concave Minimization Approach for the Minimum Concave Cost Capacitated Flow Problem on Networks","vestibulum"
"Practical PRAM Programming with Fork95 - A Tutorial","sapien"
"Practical PRAM Programming with Fork95 - A Tutorial","tincidunt,"
"Scheduling and Related Graph Theoretical Problems","posuere"
"Computational Convexity","tincidunt,"
"Computational Convexity","vestibulum"
"Computational Convexity","posuere"
"Convergence of Disturbed Martingales and a Stochastic Model for Annuity Funds","diam"
"Convergence of Disturbed Martingales and a Stochastic Model for Annuity Funds","tincidunt,"
"Approximation Algorithms for Register Allocation","tincidunt"
"The Theory of Optimal Sampling in Continuous Time","vestibulum"
"The Theory of Optimal Sampling in Continuous Time","vestibulum"
"Lower Bounds for Randomized Branching Programs with a Big OBDD Part","Sed"
"Lower Bounds for Randomized Branching Programs with a Big OBDD Part","non"
"Lower Bounds for Randomized Branching Programs with a Big OBDD Part","vitae"
"Inexact SQP Interior Point Methods and Large Scale Optimal Control Problems","non"
"Applying Formal Verification with Protocol Compiler","posuere"
"On Regularisation of Nonconvex Problems","Sed"
"On Regularisation of Nonconvex Problems","tincidunt"
"Finite Limits and Lower Bounds for Circuits Size","Sed"
"Finite Limits and Lower Bounds for Circuits Size","tincidunt"
"On Alternating vs. Parity Communication Complexity","velit"
"On Alternating vs. Parity Communication Complexity","Sed"
"On Alternating vs. Parity Communication Complexity","vestibulum"
"Quantization for Probability Measures in the Prohorov Metric","tincidunt,"
"Quantization for Probability Measures in the Prohorov Metric","velit"
"Quantization for Probability Measures in the Prohorov Metric","vestibulum"
"Fast and Simple Nested Fixpoints","velit"
"Fast and Simple Nested Fixpoints","Sed"
"Fast and Simple Nested Fixpoints","vestibulum"
"Xor-OBDDs - a BDD Structure for Probabilistic Verification","vestibulum"
"Xor-OBDDs - a BDD Structure for Probabilistic Verification","sapien"
"Polytopes in Combinatorial Optimization","tincidunt"
"Medizinische Bildverarbeitung - eine Übersicht","vitae"
"Medizinische Bildverarbeitung - eine Übersicht","vitae"
"Local Convergence of the Symmetric Rank-One Iteration","tincidunt"
"Local Convergence of the Symmetric Rank-One Iteration","vitae"
"Expressing Uniformity via Oracles","Sed"
"Computational Design of Stabilizing Static Output Feedback Controllers","Sed"
"Computational Design of Stabilizing Static Output Feedback Controllers","Sed"
"A Piecewise-Deterministic Model for Brownian Motion","non"
"Design and Implementation of a PHP-based Web Server for the Tele-Lab IT Security","vestibulum"
"Design and Implementation of a PHP-based Web Server for the Tele-Lab IT Security","tincidunt"
"On the GI/G/k Queue with Lebesgue-Dominated Inter-Arrival Time Distribution","vestibulum"
"On the GI/G/k Queue with Lebesgue-Dominated Inter-Arrival Time Distribution","Sed"
"On the GI/G/k Queue with Lebesgue-Dominated Inter-Arrival Time Distribution","sapien"
"A Phase Space Model for Spatial BMAPs","tincidunt,"
"A Phase Space Model for Spatial BMAPs","non"
"A Phase Space Model for Spatial BMAPs","tincidunt,"
"Binary Decision Diagrams and the Multiple Variable Order Problem","vestibulum"
"Binary Decision Diagrams and the Multiple Variable Order Problem","posuere"
"Binary Decision Diagrams and the Multiple Variable Order Problem","tincidunt,"
"A New Proof of the Beckenbach Inequalities","Sed"
"A New Proof of the Beckenbach Inequalities","tincidunt"
"A New Proof of the Beckenbach Inequalities","Sed"
"Primal-Dual Contraint Aggregation Method in Multistage Stochastic Programming","vitae"
"Primal-Dual Contraint Aggregation Method in Multistage Stochastic Programming","posuere"
"Primal-Dual Contraint Aggregation Method in Multistage Stochastic Programming","sapien"
"A Pre-Dual for the Convolution Algebra D'(Gamma+)","Sed"
"A Pre-Dual for the Convolution Algebra D'(Gamma+)","vestibulum"
"An Optimization Algorithm for the MAP/PH/K Queue with Heterogeneous Servers","tincidunt"
"An Optimization Algorithm for the MAP/PH/K Queue with Heterogeneous Servers","tincidunt"
"Propositional Proofs and Their Complexity","vitae"
"Propositional Proofs and Their Complexity","tincidunt,"
"Nonapproximability Results for Partially Observable Markov Decision Processes","vitae"
"Nonapproximability Results for Partially Observable Markov Decision Processes","vitae"
"Nonapproximability Results for Partially Observable Markov Decision Processes","vestibulum"
"Spatial Queues with Infinitely Many Servers","velit"
"Method for Global Optimization of Class of Nonlinear Bilevel Programming Problems","posuere"
"Local Encoding Transformations for Optimizing OBDD-Representations of Finite State Machines","tincidunt"
"A new Algorithm for Solving the General Quadratic Programming Problem","diam"
"A new Algorithm for Solving the General Quadratic Programming Problem","Sed"
"A new Algorithm for Solving the General Quadratic Programming Problem","Sed"
"Dual Characterization of Super-Hedging Prices in a Currency Market with Proportional Transaction Costs","sapien"
"Dual Characterization of Super-Hedging Prices in a Currency Market with Proportional Transaction Costs","vitae"
"Dual Characterization of Super-Hedging Prices in a Currency Market with Proportional Transaction Costs","sapien"
"Die Entwicklung der Informatik braucht Theorie und Praxis: Ein Fallbeispiel aus dem CAD-Schaltkreisentwurf","Sed"
"Simultaneous Pseudo-Timestepping for Aerodynamic Shape Optimization Problems with State Constraints","vitae"
"Combinational Logic Verification with FBDDs","velit"
"Combinational Logic Verification with FBDDs","tincidunt"
"Combinational Logic Verification with FBDDs","diam"
"Speeding Up Symbolic Model Checking by Accelerating Dynamic Variable Reordering","posuere"
"Speeding Up Symbolic Model Checking by Accelerating Dynamic Variable Reordering","diam"
"Probabilistic Verification of Multiple-Valued Functions","Sed"
"Probabilistic Verification of Multiple-Valued Functions","posuere"
"Probabilistic Verification of Multiple-Valued Functions","tincidunt,"
"From Markov Jump Processes to Inhomogeneous BMAPs","tincidunt"
"The Structure Theorem for Linear Transfer Systems","diam"
"Proximal Point Methods in Examples","velit"
"Proximal Point Methods in Examples","Sed"
"ForkLight: A Control-Synchronous Parallel Programming Language","velit"
"Improving XOR-Node Placement for (+)-OBDDs","diam"
"Improving XOR-Node Placement for (+)-OBDDs","vestibulum"
"Boolean Manipulation with Free BDD's - First Experimental Results","non"
"Boolean Manipulation with Free BDD's - First Experimental Results","vestibulum"
"Boolean Manipulation with Free BDD's - First Experimental Results","vestibulum"
"Separation by Hyperplanes in Finite-Dimensional Vector Spaces Over Archimedean Ordered Fields","Sed"
"Separation by Hyperplanes in Finite-Dimensional Vector Spaces Over Archimedean Ordered Fields","vitae"
"Successive Determination and Verification of Polytopes by their X-Rays","sapien"
"Successive Determination and Verification of Polytopes by their X-Rays","sapien"
"Successive Determination and Verification of Polytopes by their X-Rays","Sed"
"On the Power of Polynomial Bit-Reductions","Sed"
"Cross-Positive Matrices Revisited","tincidunt"
"Cross-Positive Matrices Revisited","vestibulum"
"Cross-Positive Matrices Revisited","vestibulum"
"Vom M/G/1- zum BMAP/G/1-Modell","vitae"
"Vom M/G/1- zum BMAP/G/1-Modell","vitae"
"Precise Interprocedural Dependence Analysis of Parallel Programs","vitae"
"The Disjoint Cliques Problem","tincidunt"
"The Disjoint Cliques Problem","velit"
"Stability Conditions for the BMAP/G/1 Queue with Level Dependent Arrivals","vestibulum"
"Stability Conditions for the BMAP/G/1 Queue with Level Dependent Arrivals","velit"
"On the Complexity of a Licence Constrained Job Assignment Problem","diam"
"On the Complexity of a Licence Constrained Job Assignment Problem","velit"
"On the Complexity of a Licence Constrained Job Assignment Problem","velit"
"Differences in productivity and impact across the different computer science subareas.","velit"
"Differences in productivity and impact across the different computer science subareas.","Sed"
"The 1995 SQL Reunion: People, Project, and Politics, May 29, 1995.","vestibulum"
"The 1995 SQL Reunion: People, Project, and Politics, May 29, 1995.","velit"
"The 1995 SQL Reunion: People, Project, and Politics, May 29, 1995.","sapien"
"The Future of Classic Data Administration: Objects + Databases + CASE","tincidunt"
"Normalized Data Base Structure: A Brief Tutorial.","velit"
"Normalized Data Base Structure: A Brief Tutorial.","diam"
"Normalized Data Base Structure: A Brief Tutorial.","tincidunt"
"Seven Steps to Rendezvous with the Casual User.","sapien"
"Relational Completeness of Data Base Sublanguages.","vestibulum"
"Relational Completeness of Data Base Sublanguages.","vitae"
"DB&LP: A WWW Bibliography on Databases and Logic Programming","non"
"Interactive Support for Non-Programmers: The Relational and Network Approaches.","tincidunt,"
"Data Base Sublanguage Founded on the Relational Calculus.","posuere"
"Catchment classification by runoff behaviour with self-organizing maps (SOM)","sapien"
"Lions' Commentary on UNIX 6th Edition, with Source Code","tincidunt"
"Common Subexpression Identification in General Algebraic Systems.","vestibulum"
"Further Normalization of the Data Base Relational Model.","posuere"
"Further Normalization of the Data Base Relational Model.","vitae"
"Derivability, Redundancy and Consistency of Relations Stored in Large Data Banks.","velit"
"Principles of Distributed Object Database Languages.","velit"
"The Capabilities of Relational Database Management Systems.","vitae"
"The Capabilities of Relational Database Management Systems.","non"
"Analysis of projected hydrological behavior of catchments based on signature indices","vestibulum"
"Analysis of projected hydrological behavior of catchments based on signature indices","non"
"Portierung des DBLP-Systems auf ein relationales Datenbanksystem und Evaluation der Performance.","vestibulum"
"Who's Who in the World Wide Web: Approaches to Name Disambiguation","vestibulum"
"Who's Who in the World Wide Web: Approaches to Name Disambiguation","vitae"
"Who's Who in the World Wide Web: Approaches to Name Disambiguation","non"
"PRPL: A Database Workload Specification Language, v1.3.","non"
"Efficient View Maintenance at Data Warehouses.","tincidunt,"
"Efficient View Maintenance at Data Warehouses.","diam"
"Efficient View Maintenance at Data Warehouses.","non"
"Der Einfluss kleiner naturnaher Retentionsmaßnahmen in der Fläche auf den Hochwasserabfluss - Kleinrückhaltebecken -.","non"
