"title","auth_name"
"ICT Infrastructures for Telerehabilitation.","Thomas Königsmann"
"ICT Infrastructures for Telerehabilitation.","Sven Meister"
"Sensor Selection to Support Practical Use of Health-Monitoring Smart Environments.","Diane J. Cook"
"Sensor Selection to Support Practical Use of Health-Monitoring Smart Environments.","Lawrence B. Holder"
"Beyond System Integration: Who, What, How, and When.","Lenka Lhotská"
"Beyond System Integration: Who, What, How, and When.","Jaromir Dolezal"
"Beyond System Integration: Who, What, How, and When.","Václav Chudácek"
"Beyond System Integration: Who, What, How, and When.","Michal Huptych"
"Beyond System Integration: Who, What, How, and When.","Miroslav Bursa"
"Beyond System Integration: Who, What, How, and When.","Jan Havlík"
"Growing Older Together: When a Robot Becomes the Best Ally for Ageing Well.","Francesca I. Cavallaro"
"Growing Older Together: When a Robot Becomes the Best Ally for Ageing Well.","Fabrice O. Morin"
"Growing Older Together: When a Robot Becomes the Best Ally for Ageing Well.","Ainara Garzo"
"Growing Older Together: When a Robot Becomes the Best Ally for Ageing Well.","Anthony Remazeilles"
"Growing Older Together: When a Robot Becomes the Best Ally for Ageing Well.","Arantxa Rentería"
"Growing Older Together: When a Robot Becomes the Best Ally for Ageing Well.","Gabriel Gaminde"
"Assisted Ambient Living Applied to Remote Motor Rehabilitation.","Eric Wade"
"Assisted Ambient Living Applied to Remote Motor Rehabilitation.","Avinash Rao Parnandi"
"Devices and Infrastructure to Facilitate AAL.","Paul J. McCullagh"
"AAL Technologies in Rehabilitation - Lessons Learned from a COPD Case Study.","Babak A. Farshchian"
"AAL Technologies in Rehabilitation - Lessons Learned from a COPD Case Study.","Kristine Holbø"
"AAL Technologies in Rehabilitation - Lessons Learned from a COPD Case Study.","Marius Mikalsen"
"AAL Technologies in Rehabilitation - Lessons Learned from a COPD Case Study.","Jarl Reitan"
"Monitoring Patterns of Inactivity in the Home with Domotics Networks.","Martin Floeck"
"Monitoring Patterns of Inactivity in the Home with Domotics Networks.","Lothar Litz"
"Monitoring Patterns of Inactivity in the Home with Domotics Networks.","Annette Spellerberg"
"LiKeIT - RFID-Based KeepInTouch Lifestyle Monitoring.","Mario Drobics"
"LiKeIT - RFID-Based KeepInTouch Lifestyle Monitoring.","Angelika Dohr"
"LiKeIT - RFID-Based KeepInTouch Lifestyle Monitoring.","Susanne Giesecke"
"LiKeIT - RFID-Based KeepInTouch Lifestyle Monitoring.","Günter Schreier 0001"
"In-Home Monitoring Technologies: Perspectives and Priorities of Older Adults.","Katherine Wild"
"In-Home Monitoring Technologies: Perspectives and Priorities of Older Adults.","Linda Boise"
"AAL Markets - Knowing Them, Reaching Them. Evidence from European Research.","Ingo Meyer"
"AAL Markets - Knowing Them, Reaching Them. Evidence from European Research.","Sonja Müller"
"AAL Markets - Knowing Them, Reaching Them. Evidence from European Research.","Lutz Kubitschke"
"Designing Ambient and Personalised Displays to Encourage Healthier Lifestyles.","Tatsuo Nakajima"
"Designing Ambient and Personalised Displays to Encourage Healthier Lifestyles.","Fahim Kawsar"
"Using Human Factors to Guide the Design and Implementation of Consumer Health Informatics Interventions.","Teresa Zayas-Cabán"
"Using Human Factors to Guide the Design and Implementation of Consumer Health Informatics Interventions.","Jenna L. Marquard"
"Adaptive Neck Support for Wellbeing During Air Travel.","CheeFai Tan"
"Adaptive Neck Support for Wellbeing During Air Travel.","Wei Chen 0015"
"Adaptive Neck Support for Wellbeing During Air Travel.","Matthias Rauterberg"
"AAL in Cardiac Rehabilitation.","Frerk Müller"
"AAL in Cardiac Rehabilitation.","Myriam Lipprandt"
"AAL in Cardiac Rehabilitation.","Marco Eichelberg"
"AAL in Cardiac Rehabilitation.","Axel Helmer"
"AAL in Cardiac Rehabilitation.","Clemens Busch"
"AAL in Cardiac Rehabilitation.","Detlev Willemsen"
"AAL in Cardiac Rehabilitation.","Andreas Hein"
"Supporting Wellbeing Through Improving Interactions and Understanding in Self-Monitoring Systems.","Dana Pavel"
"Supporting Wellbeing Through Improving Interactions and Understanding in Self-Monitoring Systems.","Vic Callaghan"
"Supporting Wellbeing Through Improving Interactions and Understanding in Self-Monitoring Systems.","Anind K. Dey"
"Telehealthcare Development & Effectiveness in Taiwan.","Tsai-Ya Lai"
"Telehealthcare Development & Effectiveness in Taiwan.","Jenn-Hwan Tarng"
"Tracking Natural Human Movements Identifies Differences in Cognition and Health.","William D. Kearns"
"Tracking Natural Human Movements Identifies Differences in Cognition and Health.","James L. Fozard"
"Optimizing Targeting of Intrusion Detection Systems in Social Networks.","Rami Puzis"
"Optimizing Targeting of Intrusion Detection Systems in Social Networks.","Meytal Tubi"
"Optimizing Targeting of Intrusion Detection Systems in Social Networks.","Yuval Elovici"
"Multi-Relational Characterization of Dynamic Social Network Communities.","Yu-Ru Lin"
"Multi-Relational Characterization of Dynamic Social Network Communities.","Hari Sundaram"
"Multi-Relational Characterization of Dynamic Social Network Communities.","Aisling Kelliher"
"Decentralized Online Social Networks.","Anwitaman Datta"
"Decentralized Online Social Networks.","Sonja Buchegger"
"Decentralized Online Social Networks.","Le-Hung Vu"
"Decentralized Online Social Networks.","Thorsten Strufe"
"Decentralized Online Social Networks.","Krzysztof Rzadca"
"Security Requirements for Social Networks in Web 2.0.","Eduardo B. Fernández"
"Security Requirements for Social Networks in Web 2.0.","Carolina Marin"
"Security Requirements for Social Networks in Web 2.0.","Maria M. Larrondo-Petrie"
"Understanding and Predicting Human Behavior for Social Communities.","Jose Simoes"
"Understanding and Predicting Human Behavior for Social Communities.","Thomas Magedanz"
"Structure and Dynamics of Social Networks Revealed by Data Analysis of Actual Communication Services.","Masaki Aida"
"Structure and Dynamics of Social Networks Revealed by Data Analysis of Actual Communication Services.","Hideyuki Koto"
"Perspectives on Social Network Analysis for Observational Scientific Data.","Lisa Singh"
"Perspectives on Social Network Analysis for Observational Scientific Data.","Elisa Jayne Bienenstock"
"Perspectives on Social Network Analysis for Observational Scientific Data.","Janet Mann"
"Online Identities and Social Networking.","Muthucumaru Maheswaran"
"Online Identities and Social Networking.","Bader Ali"
"Online Identities and Social Networking.","Hatice Ozguven"
"Online Identities and Social Networking.","Julien Lord"
"Concept Discovery in Youtube.com Using Factorization Method.","Janice Kwan-Wai Leung"
"Concept Discovery in Youtube.com Using Factorization Method.","Chun Hung Li"
"Analyzing the Dynamics of Communication in Online Social Networks.","Munmun De Choudhury"
"Analyzing the Dynamics of Communication in Online Social Networks.","Hari Sundaram"
"Analyzing the Dynamics of Communication in Online Social Networks.","Ajita John"
"Analyzing the Dynamics of Communication in Online Social Networks.","Dorée Duncan Seligmann"
"Social Network Analysis: History, Concepts, and Research.","Mingxin Zhang"
"Discovering Mobile Social Networks by Semantic Technologies.","Jason J. Jung"
"Discovering Mobile Social Networks by Semantic Technologies.","Kwang Sun Choi"
"Discovering Mobile Social Networks by Semantic Technologies.","Sung-Hyuk Park"
"Applications of Social Network Analysis.","P. Santhi Thilagam"
"Associating Human-Centered Concepts with Social Networks Using Fuzzy Sets.","Ronald R. Yager"
"Visualization of Social Networks.","Ing-Xiang Chen"
"Visualization of Social Networks.","Cheng-Zen Yang"
"Accessibility Testing of Social Websites.","Cecilia Sik-Lányi"
"Security and Privacy in Online Social Networks.","Leucio Antonio Cutillo"
"Security and Privacy in Online Social Networks.","Mark Manulis"
"Security and Privacy in Online Social Networks.","Thorsten Strufe"
"Analysis of Social Networks by Tensor Decomposition.","Sergej Sizov"
"Analysis of Social Networks by Tensor Decomposition.","Steffen Staab"
"Analysis of Social Networks by Tensor Decomposition.","Thomas Franz"
"Managing Trust in Online Social Networks.","Touhid Bhuiyan"
"Managing Trust in Online Social Networks.","Audun Jøsang"
"Managing Trust in Online Social Networks.","Yue Xu"
"Modeling Temporal Variation in Social Network: An Evolutionary Web Graph Approach.","Susanta Mitra"
"Modeling Temporal Variation in Social Network: An Evolutionary Web Graph Approach.","Aditya Bagchi"
"Novel Visualizations and Interactions for Social Networks Exploration.","Nathalie Henry Riche"
"Novel Visualizations and Interactions for Social Networks Exploration.","Jean-Daniel Fekete"
"Analysis of Social Networks Extracted from Log Files.","Katerina Slaninová"
"Analysis of Social Networks Extracted from Log Files.","Jan Martinovic"
"Analysis of Social Networks Extracted from Log Files.","Pavla Drázdilová"
"Analysis of Social Networks Extracted from Log Files.","Gamila Obadi"
"Analysis of Social Networks Extracted from Log Files.","Václav Snásel"
"Online Advertising in Social Networks.","Abraham Bagherjeiran"
"Online Advertising in Social Networks.","Rushi Bhatt"
"Online Advertising in Social Networks.","Rajesh Parekh"
"Online Advertising in Social Networks.","Vineet Chaoji"
"Social Bookmarking on a Company's Intranet: A Study of Technology Adoption and Diffusion.","Nina D. Ziv"
"Social Bookmarking on a Company's Intranet: A Study of Technology Adoption and Diffusion.","Kerry-Ann White"
"Qualitative Analysis of Commercial Social Network Profiles.","Lester Melendez"
"Qualitative Analysis of Commercial Social Network Profiles.","Ouri Wolfson"
"Qualitative Analysis of Commercial Social Network Profiles.","Malek Adjouadi"
"Qualitative Analysis of Commercial Social Network Profiles.","Naphtali Rishe"
"Detecting Communities in Social Networks.","Tsuyoshi Murata"
"Discovering Communities from Social Networks: Methodologies and Applications.","Bo Yang 0002"
"Discovering Communities from Social Networks: Methodologies and Applications.","Dayou Liu"
"Discovering Communities from Social Networks: Methodologies and Applications.","Jiming Liu 0001"
"Churn in Social Networks.","Marcel Karnstedt"
"Churn in Social Networks.","Tara Hennessy"
"Churn in Social Networks.","Jeffrey Chan"
"Churn in Social Networks.","Partha Basuchowdhuri"
"Churn in Social Networks.","Conor Hayes"
"Churn in Social Networks.","Thorsten Strufe"
"Mining Regional Representative Photos from Consumer-Generated Geotagged Photos.","Keiji Yanai"
"Mining Regional Representative Photos from Consumer-Generated Geotagged Photos.","Bingyu Qiu"
"Investigation of Key-Player Problem in Terrorist Networks Using Bayes Conditional Probability.","Dil Muhammad Akbar Hussain"
"Collaborative Filtering Based on Choosing a Different Number of Neighbors for Each User.","Antonio Hernando"
"Collaborative Filtering Based on Choosing a Different Number of Neighbors for Each User.","Jesús Bobadilla"
"Collaborative Filtering Based on Choosing a Different Number of Neighbors for Each User.","Francisco Serradilla"
"Service Discovery.","Gerhard Austaller"
"Ambient Learning.","Fernando Lyardet"
"Mobile Speech Recognition.","Dirk Schnelle"
"Intelligent User Interfaces for Ubiquitous Computing.","Rainer Malaka"
"Mouth and Ear Interaction.","Dirk Schnelle"
"Event-Based and Publish/Subscribe Communication.","Erwin Aitenbichler"
"Trust and Accountability.","Sebastian Ries"
"Security for Ubiquitous Computing.","Tobias Straub"
"Security for Ubiquitous Computing.","Andreas Heinemann"
"Multimodal Software Engineering.","Andreas Hartl"
"Advanced Hands and Eyes Interaction.","Michael Weber 0001"
"Advanced Hands and Eyes Interaction.","Marc Hermann"
"Multimodal Warehouse Project.","Samir Raiyani"
"Multimodal Warehouse Project.","Matthias Winkler"
"Context Models and Context Awareness.","Melanie Hartmann"
"Context Models and Context Awareness.","Gerhard Austaller"
"Wireless and Mobile Communications.","Jochen H. Schiller"
"Ontologies for Scalable Services-Based Ubiquitous Computing.","Daniel Oberle"
"Ontologies for Scalable Services-Based Ubiquitous Computing.","Christof Bornhövd"
"Ontologies for Scalable Services-Based Ubiquitous Computing.","Michael Altenhofen"
"Business Grids.","Wolfgang Gerteis"
"Smart Items in Real Time Enterprises.","Zoltán Nochta"
"PROMISE.","Jürgen Anke"
"PROMISE.","Bernhard Wolf"
"PROMISE.","Gregor Hackenbroich"
"PROMISE.","Hong Hai Do"
"PROMISE.","Mario Neugebauer"
"PROMISE.","Anja Klein 0001"
"Multimodal and Federated Interaction.","Frankie James"
"Multimodal and Federated Interaction.","Rama Gurram"
"A Focus on Location Context.","Erwin Aitenbichler"
"Opportunistic Networks.","Andreas Heinemann"
"CoBIs.","Patrik Spieß"
"CoBIs.","Jens Müller 0002"
"Adapting to the User.","Matthias Jöst"
"Peer-to-Peer Systems.","Jussi Kangasharju"
"Towards Adaptive Security for Ubiquitous Computing Systems.","Volkmar Lotz"
"Towards Adaptive Security for Ubiquitous Computing Systems.","Luca Compagna"
"Towards Adaptive Security for Ubiquitous Computing Systems.","Konrad S. Wrona"
"Bionics.","Tobias Limberger"
"Accounting and Charging.","Burkhard Stiller"
"Accounting and Charging.","David Hausheer"
"Accounting and Charging.","Jan Gerke"
"Accounting and Charging.","Péter Rácz"
"Accounting and Charging.","Cristian Morariu"
"Accounting and Charging.","Martin Waldburger"
"Introduction to Ubiquitous Computing.","Max Mühlhäuser"
"Introduction to Ubiquitous Computing.","Iryna Gurevych"
"Real-Time Location Tracking Mashup for Enterprise.","Louenas Hamdi"
"Real-Time Location Tracking Mashup for Enterprise.","Rama Gurram"
"Real-Time Location Tracking Mashup for Enterprise.","Samir Raiyani"
"Ubiquitous Services and Business Processes.","Alistair Barros"
"Field-Programmable Gate Arrays.","Saburo Muroga"
"Power IC Technologies.","Akio Nakagawa"
"System-Level Design.","Alice C. Parker"
"System-Level Design.","Yosef Tirat-Gefen"
"System-Level Design.","Suhrid A. Wadekar"
"Noise in VLSI Technologies.","Samuel S. Martin"
"Noise in VLSI Technologies.","Thad Gabara"
"Noise in VLSI Technologies.","Kwok Ng"
"Microprocessor Design Verification.","Vikram Iyengar"
"Microprocessor Design Verification.","Elizabeth M. Rudnick"
"SiGe Technology.","John D. Cressler"
"Oversampled Analog-to-Digital and Digital-to-Analog Converters.","John W. Fattaruso"
"Oversampled Analog-to-Digital and Digital-to-Analog Converters.","Louis A. Williams III"
"Sequential Networks with AND and OR Gates.","Saburo Muroga"
