"title","type","publisher","journal","month","year","language","booktitle","volume","pages","ee" 
"Multi-Exponentiation.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","808","https://doi.org/10.1007/978-1-4419-5906-5_1156"
"SWP.","incollection","","","",2015,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1270-1271","https://doi.org/10.1007/978-1-4419-5906-5_908"
"Koblitz Elliptic Curves.","incollection","","","",2006,"french","Encyclopedia of Cryptography and Security (2nd Ed.)","","705-706","https://doi.org/10.1007/978-1-4419-5906-5_872"
"Macrodata Disclosure Limitation.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","748","https://doi.org/10.1007/978-1-4419-5906-5_1286"
"Side-Channel Attacks.","incollection","","","",2022,"afrikaans","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_395"
"Binary Functions.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","86","https://doi.org/10.1007/978-1-4419-5906-5_1101"
"Error-Correction Decoding.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","426","https://doi.org/10.1007/978-1-4419-5906-5_1114"
"Feige-Fiat-Shamir Signature Scheme.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","455","https://doi.org/10.1007/978-1-4419-5906-5_1408"
"Secure Data Outsourcing: A Brief Overview.","incollection","","","",1992,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1105-1111","https://doi.org/10.1007/978-1-4419-5906-5_675"
"Signcryption.","incollection","","","",1996,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_398"
"ID-Based Encryption.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","583","https://doi.org/10.1007/978-1-4419-5906-5_1022"
"Authorization Policy.","incollection","","","",2007,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_20"
"History-Based Separation of Duties.","incollection","","","","2011","italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","559","https://doi.org/10.1007/978-1-4419-5906-5_1342"
"GCM.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","509","https://doi.org/10.1007/978-1-4419-5906-5_1148"
"Memory and State Exhaustion Denial of Service.","incollection","","","",2000,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","773-774","https://doi.org/10.1007/978-1-4419-5906-5_270"
"Rank Codes.","incollection","","","",2007,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1028-1031","https://doi.org/10.1007/978-1-4419-5906-5_387"
"Linear Complexity.","incollection","","","",1982,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","720","https://doi.org/10.1007/978-1-4419-5906-5_353"
"Sieving in Function Fields.","incollection","","","",1991,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1205-1206","https://doi.org/10.1007/978-1-4419-5906-5_476"
"Talker Recognition.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1277","https://doi.org/10.1007/978-1-4419-5906-5_1275"
"Run-Time Malware Analysis.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1073","https://doi.org/10.1007/978-1-4419-5906-5_1359"
"PEM, Privacy-Enhanced Mail.","incollection","","","",2016,"english","Encyclopedia of Cryptography and Security (2nd Ed.)","","919-920","https://doi.org/10.1007/978-1-4419-5906-5_297"
"Nyberg-Rueppel Signature Scheme.","incollection","","","",2002,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_283"
"False Data Filtering.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","448","https://doi.org/10.1007/978-1-4419-5906-5_1216"
"ElGamal Public Key Encryption.","incollection","","","",2009,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_129"
"Deniable Encryption.","incollection","","","",2008,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","322-323","https://doi.org/10.1007/978-1-4419-5906-5_316"
"Pseudonyms.","incollection","","","",2020,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_327"
"Sliding Window Exponentiation.","incollection","","","",2011,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","1222-1224","https://doi.org/10.1007/978-1-4419-5906-5_46"
"Human Ear Biometrics.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","570","https://doi.org/10.1007/978-1-4419-5906-5_1264"
"Typing Dynamics.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1343","https://doi.org/10.1007/978-1-4419-5906-5_1310"
"Reference Monitor.","incollection","","","",2015,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1038-1040","https://doi.org/10.1007/978-1-4419-5906-5_646"
"HTTP Cookie.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","565","https://doi.org/10.1007/978-1-4419-5906-5_1004"
"Elliptic Curves for Primality Proving.","incollection","","","",2018,"french","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_139"
"Sensor Key Establishment and Maintenance.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1179","https://doi.org/10.1007/978-1-4419-5906-5_1219"
"Luby-Rackoff Ciphers.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_238"
"Password.","incollection","","","",1996,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","916-918","https://doi.org/10.1007/978-1-4419-5906-5_213"
"Visual Secret Sharing Schemes.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1363-1364","https://doi.org/10.1007/978-1-4419-5906-5_393"
"Mix Networks.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","786-788","https://doi.org/10.1007/978-1-4419-5906-5_209"
"Boomerang Attack.","incollection","","","",2000,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_41"
"Cross-Correlation.","incollection","","","",2018,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","277","https://doi.org/10.1007/978-1-4419-5906-5_341"
"Feistel Cipher.","incollection","","","",2009,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","455","https://doi.org/10.1007/978-1-4419-5906-5_577"
"Fingerprint.","incollection","","","",1982,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","460-465","https://doi.org/10.1007/978-1-4419-5906-5_740"
"Quadratic Sieve.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_337"
"Diffie-Hellman Key Exchange.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","342","https://doi.org/10.1007/978-1-4419-5906-5_1293"
"Salt.","incollection","","","",2012,"english","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_368"
"Zeroization.","incollection","","","",1992,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1401","https://doi.org/10.1007/978-1-4419-5906-5_723"
"Voice Biometrics.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1364","https://doi.org/10.1007/978-1-4419-5906-5_1276"
"Interactive Proof Systems.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","619","https://doi.org/10.1007/978-1-4419-5906-5_1249"
"Group Key Distribution.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","526","https://doi.org/10.1007/978-1-4419-5906-5_1095"
"Ciphertext-Only Attack.","incollection","","","",1997,"afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","207","https://doi.org/10.1007/978-1-4419-5906-5_560"
"Primality Proving Algorithm.","incollection","","","",2015,"afrikaans","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_311"
"Schemes Based on Rank Codes.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1079-1082","https://doi.org/10.1007/978-1-4419-5906-5_388"
"Dictionary Attack (I).","incollection","","","",2010,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","332","https://doi.org/10.1007/978-1-4419-5906-5_571"
"Related Key Attack.","incollection","","","",2008,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1040-1041","https://doi.org/10.1007/978-1-4419-5906-5_609"
"Broadcast Encryption.","incollection","","","",2018,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_42"
"Diffie-Hellman Problem.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","342","https://doi.org/10.1007/978-1-4419-5906-5_1384"
"Security Implication in Virtualization.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1148-1156","https://doi.org/10.1007/978-1-4419-5906-5_797"
"FPGAs in Cryptography.","incollection","","","",2002,"english","Encyclopedia of Cryptography and Security (2nd Ed.)","","499-501","https://doi.org/10.1007/978-1-4419-5906-5_31"
"Secure Logging.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1121","https://www.wikidata.org/entity/Q57717545"
"Order.","incollection","","","",1998,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","890-891","https://doi.org/10.1007/978-1-4419-5906-5_424"
"Hash-Based Signatures.","incollection","","","",2004,"english","Encyclopedia of Cryptography and Security (2nd Ed.)","","540-542","https://doi.org/10.1007/978-1-4419-5906-5_413"
"DNA.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","359-362","https://doi.org/10.1007/978-1-4419-5906-5_737"
"Three-Factor Authentication.","incollection","","","",1978,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","1287-1288","https://doi.org/10.1007/978-1-4419-5906-5_793"
"Zeta Function Computation.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1403","https://doi.org/10.1007/978-1-4419-5906-5_1052"
"Generator.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_175"
"Invasive Attacks.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","623-629","https://doi.org/10.1007/978-1-4419-5906-5_511"
"Electromagnetic Attack.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_120"
"Unpacking Malware.","incollection","","","",2020,"english","Encyclopedia of Cryptography and Security (2nd Ed.)","","1350-1351","https://doi.org/10.1007/978-1-4419-5906-5_851"
"E0 (Bluetooth).","incollection","","","",2022,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_117"
"Blinding Techniques.","incollection","","","",2002,"afrikaans","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_32"
"Ring.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_359"
"Dynamic Malware Analysis.","incollection","","","",2022,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","367-368","https://doi.org/10.1007/978-1-4419-5906-5_846"
"DPA.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","365","https://doi.org/10.1007/978-1-4419-5906-5_1032"
"SPKI/SDSI.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_409"
"Chaum Blind Signature Scheme.","incollection","","","",1980,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","199-200","https://doi.org/10.1007/978-1-4419-5906-5_185"
"Tamper Response.","incollection","","","",2022,"spanish","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_426"
"Universal Integrated Circuit Card.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1348","https://doi.org/10.1007/978-1-4419-5906-5_1088"
"Whirlpool.","incollection","","","",2008,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","1384-1385","https://doi.org/10.1007/978-1-4419-5906-5_626"
"Interactive Proof.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","619","https://doi.org/10.1007/978-1-4419-5906-5_6"
"Miller-Rabin Probabilistic Primality Test.","incollection","","","",2009,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","784-785","https://doi.org/10.1007/978-1-4419-5906-5_461"
"MD4 Hash Function.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","768","https://doi.org/10.1007/978-1-4419-5906-5_1196"
"GMAC.","incollection","","","",2009,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","513-514","https://doi.org/10.1007/978-1-4419-5906-5_578"
"TCP Reset Injection.","incollection","","","",2015,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1282-1283","https://doi.org/10.1007/978-1-4419-5906-5_119"
"False Data Injection Defense.","incollection","","","",2011,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","448-450","https://doi.org/10.1007/978-1-4419-5906-5_630"
"Multiparty Computation (MPC).","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","815","https://doi.org/10.1007/978-1-4419-5906-5_1294"
"Credentials.","incollection","","","",1991,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_85"
"Chinese Wall.","incollection","","","",2007,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","202-203","https://doi.org/10.1007/978-1-4419-5906-5_813"
