"citing","cited" 
"LILOG - Linguistische und logische Methoden für das maschinelle Verstehen des Deutschen - Projektbeschreibung","Identity Management."
"LILOG - Linguistische und logische Methoden für das maschinelle Verstehen des Deutschen - Projektbeschreibung","Computationally Sound Proof System."
"LILOG - Linguistische und logische Methoden für das maschinelle Verstehen des Deutschen - Projektbeschreibung","Digital Certificate."
"LILOG - Linguistische und logische Methoden für das maschinelle Verstehen des Deutschen - Projektbeschreibung","Point Counting."
"LILOG - Linguistische und logische Methoden für das maschinelle Verstehen des Deutschen - Projektbeschreibung","A Decomposition Algorithm for Optimization over Efficient Sets"
"Mathematical Logic and Artificial Intelligence","Representation of Feedback Operators for Hyperbolic Partial Differential Equation Control Problems"
"Mathematical Logic and Artificial Intelligence","Rainbow Tables."
"Mathematical Logic and Artificial Intelligence","Quasi-Identifier."
"Mathematical Logic and Artificial Intelligence","Miller-Rabin Probabilistic Primality Test."
"Mathematical Logic and Artificial Intelligence","Hand Geometry Verification."
"Mathematical Logic and Artificial Intelligence","Face Recognition in Ambient Intelligence Applications."
"Mathematical Logic and Artificial Intelligence","Chip Card."
"Mathematical Logic and Artificial Intelligence","Ring."
"Mathematical Logic and Artificial Intelligence","Nonlinear Feedback Shift Register."
"Mathematical Logic and Artificial Intelligence","Computation of PODs for Fluid Flows with Lanczos Methods"
"Mathematical Logic and Artificial Intelligence","Linear Syndrome Attack."
"Mathematical Logic and Artificial Intelligence","Palmprint Recognition."
"Mathematical Logic and Artificial Intelligence","Flexible Authorization Framework (FAF)."
"Syntaktische Merkmale deutsche Substantive","AAL in the Health Space - A Reflection."
"Syntaktische Merkmale deutsche Substantive","Web Initial Authentication."
"Syntaktische Merkmale deutsche Substantive","Greatest Common Divisor."
"Syntaktische Merkmale deutsche Substantive","RFID Security."
"Syntaktische Merkmale deutsche Substantive","Side-Channel Leakage."
"Syntaktische Merkmale deutsche Substantive","Primal-Dual Contraint Aggregation Method in Multistage Stochastic Programming"
"Syntaktische Merkmale deutsche Substantive","Collision resistance."
"Syntaktische Merkmale deutsche Substantive","Linear Feedback Shift Register."
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Ciphertext-Only Attack."
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Lions' Commentary on UNIX 6th Edition, with Source Code"
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Principles of Distributed Object Database Languages."
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Broadcast Encryption."
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Greatest Common Divisor."
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Inheritance for ADTs (revised)"
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","An Even Faster Solver for General Systems of Equations"
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Multilevel Security Policies."
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Modular Partitioning for Improvement of Image Computation"
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Discrete Tomography: Determination of Finite Sets by X-Rays"
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Access Structure."
"Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung","Social Bookmarking on a Company's Intranet: A Study of Technology Adoption and Diffusion."
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","ECRYPT Stream Cipher Project."
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","10 Jahre ECCC - Eine Digitale Bibliothek in weltweiter Benutzung"
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","Approximating Semi-Markov Processes by MAPs, with an Application on Queueing Theory"
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","Smartcard Tamper Resistance."
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","Modification of User Defined Types"
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","Adaptive Chosen Ciphertext Attack."
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","Elliptic Curves."
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","Fingerprint."
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","PUF."
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","Target Collision Resistant Hash Function."
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","IP Traceback."
"Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung","A LMI-Based Algorithm for Designing Suboptimal Static H"
"Stepwise Software Development with Algebraic Specifications","Collaborative DoS Defenses."
"Stepwise Software Development with Algebraic Specifications","On the Interpretation of Equality, Sorts, and Logic Programming"
"Stepwise Software Development with Algebraic Specifications","Certificate of Primality."
"Stepwise Software Development with Algebraic Specifications","Generator."
"Stepwise Software Development with Algebraic Specifications","Weak Error Tolerance Criterion in Generalized Proximal Methods"
"Stepwise Software Development with Algebraic Specifications","CAST."
"Stepwise Software Development with Algebraic Specifications","Prime Number."
"Stepwise Software Development with Algebraic Specifications","Golomb'S Randomness Postulates."
"Stepwise Software Development with Algebraic Specifications","Analysis of Social Networks Extracted from Log Files."
"Stepwise Software Development with Algebraic Specifications","Operationen in erweiterten Typunifikationsformalismen"
"Stepwise Software Development with Algebraic Specifications","Malware Detection."
"Stepwise Software Development with Algebraic Specifications","Decisional Diffie-Hellman Assumption."
"Stepwise Software Development with Algebraic Specifications","Wiretapping."
"Stepwise Software Development with Algebraic Specifications","Sequences."
"Types, Modules and Databases in the Logic Programming Language PROTOS-L","Security of Web Browser Scripting Languages."
"Types, Modules and Databases in the Logic Programming Language PROTOS-L","Elliptic Curves for Primality Proving."
"Types, Modules and Databases in the Logic Programming Language PROTOS-L","Passport Security."
"Types, Modules and Databases in the Logic Programming Language PROTOS-L","Multibiometrics."
"Types, Modules and Databases in the Logic Programming Language PROTOS-L","Stream and Multicast Authentication."
"Types, Modules and Databases in the Logic Programming Language PROTOS-L","Zero-knowledge."
"Types, Modules and Databases in the Logic Programming Language PROTOS-L","Authorization Policy."
"Types, Modules and Databases in the Logic Programming Language PROTOS-L","An EM Algorithm for Batch Markovian Arrival Processes and its Comparison to a Simpler Estimation Procedure"
"Types, Modules and Databases in the Logic Programming Language PROTOS-L","Gene."
"The Knowledge Representation Language L","An Algebraic Characterization of STUF"
"The Knowledge Representation Language L","Virus Scanner."
"The Knowledge Representation Language L","Mengenorientierte Auswertung von Anfragen in der Logikprogrammiersprache PROLOG"
"The Knowledge Representation Language L","Hyperelliptic Curves."
"The Knowledge Representation Language L","Approximating Semi-Markov Processes by MAPs, with an Application on Queueing Theory"
"The Knowledge Representation Language L","Zur Berechnung optimaler Steuerungen über Momentenungleichungen"
"The Knowledge Representation Language L","SHA."
"The Knowledge Representation Language L","PUF."
"The Knowledge Representation Language L","Fixed-Exponent Exponentiation."
"The Knowledge Representation Language L","Vigenère Encryption."
"The Knowledge Representation Language L","Prime Number."
"The Knowledge Representation Language L","Square-and-Multiply Exponentiation."
"The Knowledge Representation Language L","Multiword Lexemes: A Monolingual and Contrastive Typology for NLP and MT"
"The Knowledge Representation Language L","Cut-and-choose protocol."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","Tempest."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","Use of Genetic Programming Based Surrogate Models to Simulate Complex Geochemical Transport Processes in Contaminated Mine Sites."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","Identity-Based Encryption."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","Sensor Selection to Support Practical Use of Health-Monitoring Smart Environments."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","SPKI/SDSI."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","Bionics."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","Noninteractive Proof."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","Pretty Good Privacy (PGP)."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","Access Lists."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","HMAC."
"Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen","Knowledge Representation in LILOG"
"The Stuttgart Type Unification Formalism - User Manual","Overspender Detection."
"The Stuttgart Type Unification Formalism - User Manual","SHA-0, SHA-1, SHA-2 (Secure Hash Algorithm)."
"The Stuttgart Type Unification Formalism - User Manual","Multimodal Warehouse Project."
"The Stuttgart Type Unification Formalism - User Manual","An Optimal Greedy Algorithm for Wavelength Allocation in Directed Tree Networks"
"The Stuttgart Type Unification Formalism - User Manual","Consistency Verification of Security Policy."
"The Stuttgart Type Unification Formalism - User Manual","Radio Frequency Attacks."
"The Stuttgart Type Unification Formalism - User Manual","Transactions and Consistency in Distributed Database Systems."
"The Stuttgart Type Unification Formalism - User Manual","An Effective Representation of Complex Clauses in a Relational Database"
"The Stuttgart Type Unification Formalism - User Manual","Asynchronous Stream Cipher."
"The Stuttgart Type Unification Formalism - User Manual","Remote Attestation."
"The Stuttgart Type Unification Formalism - User Manual","User Verification Method."
"Lokale Verben und Präpositionen: Semantische und konzeptuelle Verarbeitung in LEU II","Object Model Capabilities For Distributed Object Management."
"Lokale Verben und Präpositionen: Semantische und konzeptuelle Verarbeitung in LEU II","Tamper Evidence."
"Lokale Verben und Präpositionen: Semantische und konzeptuelle Verarbeitung in LEU II","One-Time Password."
"Lokale Verben und Präpositionen: Semantische und konzeptuelle Verarbeitung in LEU II","Stein's Algorithm."
"Lokale Verben und Präpositionen: Semantische und konzeptuelle Verarbeitung in LEU II","The Term Retrieval Abstract Machine"
"Lokale Verben und Präpositionen: Semantische und konzeptuelle Verarbeitung in LEU II","Selective Forgery."
